Title,Labels
nagaland peace accord naga framework agreement nscn im thuingaleng muivah rn ravi modi. The farce of Naga framework agreement,10
zomatos decision to grant period leaves is a step in the right direction. Zomato s decision to grant period leaves is a step in the right direction,10
releasing kafeel khan nsa detention caa speech. Releasing Kafeel Khan,10
a deserved reprieve supreme court ruling agr dues telecom operators. A deserved reprieve,10
covid crisis economy gst gdp reforms. COVID economic pain will pass but we need to create enduring change for firms  citizens with reforms,10
shashi tharoor nishikant dubey conflict parliamentary committee. Open conflict in IT Committee goes against parliamentary convention,10
coronavirus schools reopening lockdown online learning vaccine. First class,10
free speech bloomsbury india delhi riots 2020 book freedom of expression. For publishing houses  it s about catering to captive audiences  managing bottomlines,10
freedom of expression article 19 constitution parliamentary democracy farms bills monsoon session. Giving Opposition a clean chit sets bad precedent for parliamentary democracy,10
forty years ago september 3 1980 peace strategy. Forty Years Ago  September 3  1980  Peace Strategy,10
justice arun mishra of the supreme court retired. Justice Arun Mishra s legacy casts a shadow over country s highest court at a critical moment,10
digital education online classes learning coronavirus national education policy.  Digital India  is not prepared for digital education,10
indian electoral reforms democracy voting. A negative vote  a positive result,10
not prepared for the worst india economy slowdown gdp contraction minus 23 9 per cent. Not prepared for the worst,10
impasse in ladakh india china lac. Impasse in Ladakh,10
two pandemics covid 19 food com.sorceshare.userstore.security hunger economic growth. Fighting COVID-19 and food insecurity requires new ideas  robust political will,10
young masters chess olympiad gold medal india russia. Young masters,10
how far the leader can see. Vision may be a crucial ingredient in people s trust  shields the leader from objective facts,10
a full life pranab mukherjee. A full life,10
forty years ago september 2 1980 andhra crisis. Forty Years Ago  September 2  1980  Andhra Crisis,10
coronavirus pandemic indian economy gdp impact job loss vaccine. India must aim for wider consumer base  direct public spending accordingly,10
prashant bhushan contemt of court case supreme court. What would happen if Prashant Bhushan were given immunity  allowed to speak freely ,10
pranab mukherjee former president death congress. Pranab Mukherjee had the ability to push opposing views towards common ground,10
a labour law more beneficial unorganised sector payment of gratuity act. A labour law  more beneficial,10
india national education policy nep modi. Education and the town-country divide,10
bharat ratna pranab mukherjee. Pranab Mukherjee was a man of government  who saw consensus as the way to administer India,10
wakanda forever. Wakanda forever,10
india coronavirus lockdown economy gdp contraction. Measuring pain,10
prashant bhushan contempt case sc. Mr Bhushan s fine,10
shinzo abe japan his last bow. Shinzo Abe s  lan  his resolute foreign policy in disturbed international times shall be missed,10
coronavirus pandemic atmanirbhar bharat pollution environmental safety. Environmental regulatory system should be bridge between community  industry,10
assam nrc covid 19 lockdown national register of citizens india citizenship. Government needs to act urgently to conclude NRC process in Assam,10
forty years ago september 01 1980 sixth plan prep begins. Forty Years Ago  September 01  1980  Sixth plan prep begins,10
india china border dispute modi foreign policy c raja mohan. In dealing with Chinese power  Delhi needs an internationalism that is rooted in realism,10
tibet india china border himalayas galwan valley. Tibet  a resource and a solution,10
online education fake news classroom digital age. Teacher in the digital age,10
pranab mukherjee the man for all seasons departs. Pranab Mukherjee  the Man for All Seasons  departs,10
legal age of marriage women in india. Move to raise women s age of marriage reflects punitive paternalism,10
banks coronavirus pandemic demand supply. Demand and supply,10
china globalisation economic self reliance coronavirus. China s strategy of economic self-reliance  under label of  dual circulation   has been sharpened by pandemic,10
japan pm shinzo abe bows out. As Abe bows out,10
forty years ago august 31 1980 fiscal discipline. Forty Years Ago  August 31  1980  Fiscal Discipline,10
national education policy 2020 india eduaction system. NEP 2020 is a milestone in India s journey to becoming a knowledge superpower,10
kamala harris us elections vice presidential nominee. There are parallels between the stories of Mughal Empress Nur Jahan   US vice presidential candidate Kamala Harris,10
india tractors production farmers income. Tractor industry should be facilitated to use digital tools to benefit small farmers,10
covid credit lockdown demand supply chain farmers kharif burden. The credit burden,10
sushant singh rajput death bollywood nepotism fans psychology. The resonance of Sushant Singh,10
supreme court legal reforms p chidambaram. A time for supreme reform,10
congress sonia gandhi leadership tavleen singh. If Sonia Gandhi wants Congress to continue playing a role in Indian politics  she must start listening,10
congress rahul gandhi amit shah rhea chakraborty. Inside Track  Congress letter was for coterie surrounding Rahul  not Gandhis themselves,10
when bihars women got period leave. When Lalu Prasad gave nod for leave during menstruation,10
imran khan india kashmir saudi arabia oic. Pakistan s attempts to get Islamic countries to condemn India over J K have had mixed results,10
india pakistan relations modi imran khan. Amicable relations with Pakistan may seem remote but they are worth striving for,10
sushant singh rajput case rhea chakraborty mumbai cbi. Abetment,10
ndhm health id covid 19 india. Citizen s interest is at core of NDHM s design. It will radically change India s health delivery landscape,10
coronavirus covid 19 india vaccinecovid and optimism. With vaccine on the horizon  challenges await  How to get it to every person  while mitigating risks,10
football barcelona lionel messi. When Messi moves,10
sc st sub category reservation supreme court. A case for equality,10
congress leadership rahul gandhi cwc history. Mindless devotion to Congressi politics is no substitute for a thoughtful reckoning of the past,10
forty years ago august 29 1980 foreign hand. Forty Years Ago  August 29  1980  Foreign Hand,10
nep 2020 education system bachelors short shrift to basics. NEP s short shrift to basics,10
